DATA,SPEI_1,SPEI_2,SPEI_3,SPEI_4,SPEI_5,SPEI_6,SPEI_7,SPEI_8,SPEI_9,SPEI_10,SPEI_11,SPEI_12,SPEI_13,SPEI_14,SPEI_15,SPEI_16,SPEI_17,SPEI_18,SPEI_19,SPEI_20,SPEI_21,SPEI_22,SPEI_23,SPEI_24,SPEI_25,SPEI_26,SPEI_27,SPEI_28,SPEI_29,SPEI_30,SPEI_31,SPEI_32,SPEI_33,SPEI_34,SPEI_35,SPEI_36,SPEI_37,SPEI_38,SPEI_39,SPEI_40,SPEI_41,SPEI_42,SPEI_43,SPEI_44,SPEI_45,SPEI_46,SPEI_47,SPEI_48
Jan1950,0.13543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb1950,-1.27303,-0.88028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar1950,1.3968,0.18552,0.07768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr1950,-0.2435,1.01219,0.04962,-0.06371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May1950,1.73024,0.92002,1.3717,0.51708,0.41348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun1950,0.20825,1.76901,0.93368,1.36886,0.53142,0.42752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul1950,-0.34819,-0.16688,1.49568,0.78811,1.29055,0.47143,0.3756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aug1950,0.40688,0.09177,0.14541,1.37061,0.78691,1.27058,0.48792,0.40902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep1950,-0.68346,-0.29939,-0.4369,-0.34992,0.68662,0.35029,0.99171,0.24082,0.19719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct1950,-0.16135,-0.41567,-0.34595,-0.41365,-0.40427,0.25027,0.09091,0.65876,0.06755,0.0431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov1950,-0.77939,-0.74717,-0.94192,-0.83869,-0.8664,-0.81799,-0.249,-0.35896,0.32122,-0.25668,-0.27887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec1950,-1.67576,-1.85551,-1.84517,-2.00099,-1.92406,-1.97444,-1.89266,-1.36361,-1.44299,-0.53549,-1.02132,-1.02005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan1951,0.53012,-0.8706,-1.28781,-1.35056,-1.46085,-1.40161,-1.43858,-1.40885,-0.9579,-1.03592,-0.34,-0.7867,-0.82209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb1951,-1.32187,-0.56858,-1.46931,-1.83609,-1.85698,-1.95331,-1.93041,-1.9588,-1.9352,-1.57154,-1.66249,-0.90378,-1.31164,-1.3164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar1951,-0.93563,-1.70601,-1.06781,-1.68866,-1.95472,-1.90249,-1.99479,-1.96249,-1.97143,-1.94933,-1.68554,-1.74596,-1.12191,-1.43706,-1.4589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr1951,-1.82061,-1.53426,-2.02916,-1.36518,-1.84161,-2.12636,-2.07571,-2.18465,-2.15197,-2.16185,-2.13405,-1.88485,-1.94875,-1.31931,-1.6068,-1.61873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May1951,-1.06564,-1.78582,-1.69893,-1.97195,-1.52155,-1.93399,-2.27636,-2.19472,-2.30012,-2.2555,-2.23963,-2.20849,-1.98492,-2.03276,-1.43989,-1.68932,-1.69648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun1951,-0.00678,-0.97003,-1.71578,-1.63584,-1.95592,-1.51655,-1.9169,-2.29963,-2.22763,-2.32949,-2.27743,-2.26143,-2.23213,-2.00392,-2.03867,-1.4442,-1.69008,-1.69846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul1951,0.31118,0.17638,-0.67939,-1.36606,-1.44099,-1.82846,-1.4422,-1.85754,-2.25395,-2.16172,-2.24865,-2.19934,-2.17956,-2.1528,-1.9341,-1.96618,-1.40871,-1.65639,-1.66205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
