DATA,SPEI_1,SPEI_2,SPEI_3,SPEI_4,SPEI_5,SPEI_6,SPEI_7,SPEI_8,SPEI_9,SPEI_10,SPEI_11,SPEI_12,SPEI_13,SPEI_14,SPEI_15,SPEI_16,SPEI_17,SPEI_18,SPEI_19,SPEI_20,SPEI_21,SPEI_22,SPEI_23,SPEI_24,SPEI_25,SPEI_26,SPEI_27,SPEI_28,SPEI_29,SPEI_30,SPEI_31,SPEI_32,SPEI_33,SPEI_34,SPEI_35,SPEI_36,SPEI_37,SPEI_38,SPEI_39,SPEI_40,SPEI_41,SPEI_42,SPEI_43,SPEI_44,SPEI_45,SPEI_46,SPEI_47,SPEI_48
Jan1950,0.33378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb1950,-1.53604,-0.92191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar1950,0.33303,-0.94058,-0.6046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr1950,1.13653,0.84648,-0.30285,-0.1763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May1950,1.25221,1.42608,1.11214,0.05837,0.11772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun1950,-0.15565,1.0709,1.40615,1.09184,0.0404,0.1001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul1950,-0.73883,-0.58849,0.49155,1.08246,0.9,-0.09508,-0.00898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aug1950,0.12166,-0.31328,-0.31198,0.44547,0.92838,0.82309,-0.05784,0.01592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep1950,0.59936,0.36266,-0.0771,-0.11507,0.57914,1.00237,0.88464,0.01488,0.06964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct1950,-0.50052,-0.28476,-0.23476,-0.4318,-0.45765,0.02174,0.43112,0.46052,-0.24619,-0.16467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov1950,0.34593,-0.26306,-0.1316,-0.1086,-0.27553,-0.31332,0.01216,0.37622,0.41689,-0.25102,-0.14076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec1950,-1.00654,-0.55018,-0.83278,-0.72333,-0.66039,-0.7896,-0.80078,-0.46518,-0.1114,0.00989,-0.57513,-0.42088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan1951,-0.38513,-0.94449,-0.67365,-0.91418,-0.83502,-0.78216,-0.89282,-0.9001,-0.60597,-0.28434,-0.15603,-0.65463,-0.52374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb1951,-0.65113,-0.75758,-1.09722,-0.90208,-1.14896,-1.07588,-1.03282,-1.14597,-1.15451,-0.85373,-0.53915,-0.39793,-0.86521,-0.7247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar1951,0.30913,-0.28755,-0.4885,-0.82118,-0.65483,-0.88884,-0.81887,-0.78187,-0.87198,-0.88116,-0.64871,-0.40988,-0.31051,-0.75037,-0.62977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr1951,-1.35946,-0.35953,-0.66,-0.76374,-1.02023,-0.85902,-1.06529,-0.99767,-0.96223,-1.04582,-1.05039,-0.83599,-0.60115,-0.48477,-0.89514,-0.77226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May1951,-0.56416,-1.29894,-0.54032,-0.79227,-0.85746,-1.09304,-0.94583,-1.14963,-1.08142,-1.04828,-1.12618,-1.13015,-0.92686,-0.68716,-0.56674,-0.96569,-0.83817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun1951,-0.32577,-0.70817,-1.35672,-0.59428,-0.83893,-0.89542,-1.13393,-0.98197,-1.2166,-1.14089,-1.0988,-1.17762,-1.17962,-0.96914,-0.71602,-0.59022,-0.98947,-0.86197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul1951,0.02603,-0.1649,-0.55601,-1.20202,-0.56206,-0.80046,-0.86933,-1.12004,-0.96527,-1.21588,-1.13882,-1.09029,-1.16108,-1.15918,-0.95765,-0.71042,-0.58464,-0.98378,-0.85687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aug1951,-0.66247,-0.36692,-0.40841,-0.67533,-1.163,-0.64836,-0.84215,-0.90656,-1.14887,-1.00724,-1.2687,-1.18852,-1.13407,-1.19607,-1.18961,-0.99948,-0.751,-0.62141,-1.00935,-0.88657,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep1951,0.59164,-0.17016,-0.12472,-0.20214,-0.43089,-0.98706,-0.54564,-0.74751,-0.82849,-1.06507,-0.93826,-1.17947,-1.10301,-1.0545,-1.11607,-1.1166,-0.92795,-0.69619,-0.57677,-0.96414,-0.84355,,,,,,,,,,,,,,,,,,,,,,,,,,,
