DATA,SPEI_1,SPEI_2,SPEI_3,SPEI_4,SPEI_5,SPEI_6,SPEI_7,SPEI_8,SPEI_9,SPEI_10,SPEI_11,SPEI_12,SPEI_13,SPEI_14,SPEI_15,SPEI_16,SPEI_17,SPEI_18,SPEI_19,SPEI_20,SPEI_21,SPEI_22,SPEI_23,SPEI_24,SPEI_25,SPEI_26,SPEI_27,SPEI_28,SPEI_29,SPEI_30,SPEI_31,SPEI_32,SPEI_33,SPEI_34,SPEI_35,SPEI_36,SPEI_37,SPEI_38,SPEI_39,SPEI_40,SPEI_41,SPEI_42,SPEI_43,SPEI_44,SPEI_45,SPEI_46,SPEI_47,SPEI_48
Jan1950,0.81699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb1950,-1.16022,-0.19121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar1950,-0.19197,-0.84896,-0.25904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr1950,0.56589,0.1971,-0.48066,-0.08356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May1950,-0.46622,-0.02925,-0.25383,-0.74915,-0.30157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun1950,0.75682,0.14994,0.33492,0.04377,-0.49274,-0.1148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul1950,-0.46809,0.16824,-0.10255,0.0208,-0.23285,-0.65822,-0.35979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aug1950,-1.09679,-1.02972,-0.47954,-0.60958,-0.44346,-0.60704,-0.95619,-0.68013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep1950,-0.456,-0.98399,-1.00219,-0.64726,-0.74384,-0.58894,-0.68199,-0.99105,-0.76529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct1950,0.17312,-0.26206,-0.68678,-0.7997,-0.52855,-0.62758,-0.49794,-0.60587,-0.89503,-0.69445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov1950,0.04909,-0.03402,-0.3695,-0.68777,-0.80554,-0.55825,-0.65528,-0.5258,-0.62258,-0.88036,-0.70809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec1950,0.54621,0.20552,0.22351,-0.09297,-0.44686,-0.57496,-0.35505,-0.47299,-0.35386,-0.45144,-0.74285,-0.56829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan1951,0.82882,0.8395,0.57816,0.55605,0.23154,-0.15715,-0.30245,-0.12213,-0.2562,-0.14915,-0.24108,-0.53863,-0.38829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb1951,-0.00802,0.40831,0.54195,0.41237,0.40417,0.13011,-0.19513,-0.31387,-0.1401,-0.28232,-0.17559,-0.24962,-0.53359,-0.38384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar1951,0.49494,0.2279,0.48827,0.55219,0.46832,0.45233,0.20706,-0.08885,-0.21231,-0.05993,-0.19624,-0.11208,-0.18758,-0.45458,-0.32241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr1951,0.32948,0.51215,0.2859,0.50644,0.60726,0.54057,0.54279,0.28658,-0.00133,-0.12861,0.02003,-0.12253,-0.03853,-0.10694,-0.37882,-0.25236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May1951,0.8511,0.83167,0.92658,0.65313,0.83079,0.85841,0.76484,0.76587,0.52097,0.22499,0.10745,0.23296,0.09571,0.17586,0.11031,-0.17052,-0.05241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun1951,-0.19777,0.47465,0.51133,0.5977,0.39239,0.62927,0.69527,0.60172,0.6213,0.3971,0.10322,-0.01607,0.12153,-0.02428,0.05517,-0.00972,-0.28228,-0.1519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul1951,0.15517,-0.08946,0.4442,0.42095,0.44723,0.28406,0.50364,0.58792,0.51394,0.53065,0.304,0.0425,-0.06573,0.06931,-0.06124,0.01033,-0.04384,-0.30087,-0.166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aug1951,0.06933,0.09374,-0.09822,0.32357,0.32483,0.36295,0.18784,0.40659,0.48211,0.42284,0.46283,0.24817,0.00063,-0.09895,0.02901,-0.0792,-0.00796,-0.05022,-0.29315,-0.1723,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep1951,-0.31364,-0.2065,-0.12945,-0.29743,0.06221,0.08458,0.14914,-0.00964,0.18247,0.24334,0.21288,0.25387,0.06948,-0.14667,-0.21982,-0.10108,-0.18939,-0.12234,-0.14959,-0.37163,-0.24806,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct1951,1.59703,1.08878,0.88802,0.78052,0.61575,0.78101,0.79618,0.83609,0.72952,0.86299,0.89388,0.78375,0.77926,0.57968,0.34042,0.25408,0.35516,0.26652,0.31956,0.27385,0.0619,0.15649,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov1951,-0.47322,0.86882,0.52682,0.47038,0.46303,0.31208,0.51067,0.54212,0.55328,0.44297,0.57319,0.6141,0.5476,0.57453,0.38285,0.15744,0.06944,0.17374,0.08901,0.14446,0.10555,-0.09677,0.00074,,,,,,,,,,,,,,,,,,,,,,,,,
Dec1951,-1.46726,-1.4392,0.12382,-0.12898,-0.10637,-0.05648,-0.1673,0.10319,0.13844,0.17979,0.07435,0.20542,0.24575,0.21707,0.26946,0.09526,-0.10851,-0.18734,-0.09227,-0.16801,-0.10022,-0.12971,-0.33205,-0.2289,,,,,,,,,,,,,,,,,,,,,,,,
Jan1952,-0.2537,-1.20273,-1.39863,0.03277,-0.18987,-0.18142,-0.1475,-0.2505,0.01204,0.05214,0.10937,0.006,0.12072,0.16191,0.13422,0.17726,0.00875,-0.19292,-0.27019,-0.18311,-0.24765,-0.17411,-0.20437,-0.39428,-0.29623,,,,,,,,,,,,,,,,,,,,,,,
Feb1952,0.17067,-0.16595,-0.92571,-1.14336,0.00867,-0.18612,-0.1682,-0.12588,-0.21328,0.00531,0.05192,0.11605,0.01563,0.1264,0.14332,0.1217,0.16069,-0.00581,-0.20202,-0.27961,-0.2013,-0.2683,-0.19583,-0.22048,-0.40051,-0.30256,,,,,,,,,,,,,,,,,,,,,,
Mar1952,-0.96334,-0.56431,-0.57364,-1.10712,-1.2961,-0.33749,-0.47405,-0.41549,-0.3843,-0.44891,-0.23011,-0.19511,-0.12768,-0.21552,-0.09687,-0.07136,-0.07207,-0.03534,-0.1897,-0.36897,-0.44184,-0.36926,-0.42591,-0.35313,-0.37258,-0.53793,-0.44375,,,,,,,,,,,,,,,,,,,,,
Apr1952,-2.2494,-2.17031,-1.61294,-1.34604,-1.67561,-1.96996,-0.9637,-0.99508,-0.87465,-0.84606,-0.89233,-0.62839,-0.59023,-0.49875,-0.56482,-0.42144,-0.38473,-0.3794,-0.34278,-0.47339,-0.63593,-0.70431,-0.63244,-0.67449,-0.59731,-0.60867,-0.76406,-0.65779,,,,,,,,,,,,,,,,,,,,
May1952,-0.65171,-1.84778,-2.00599,-1.71182,-1.52788,-1.77668,-2.08883,-1.19242,-1.19301,-1.06454,-1.04796,-1.08408,-0.80206,-0.74873,-0.63584,-0.6931,-0.52959,-0.47261,-0.46731,-0.43678,-0.54792,-0.69695,-0.76732,-0.69702,-0.73613,-0.66089,-0.67339,-0.81666,-0.71235,,,,,,,,,,,,,,,,,,,
Jun1952,-1.04803,-1.09818,-2.12136,-2.07341,-1.86242,-1.70776,-1.87751,-2.10066,-1.41788,-1.41834,-1.27743,-1.26045,-1.29057,-1.00989,-0.94619,-0.83753,-0.88202,-0.71384,-0.63985,-0.63552,-0.60068,-0.68377,-0.8103,-0.87673,-0.80911,-0.84935,-0.77252,-0.78363,-0.91696,-0.81831,,,,,,,,,,,,,,,,,,
Jul1952,-0.46453,-1.02765,-1.16172,-1.94456,-1.88874,-1.73049,-1.62357,-1.79262,-1.95611,-1.38099,-1.3874,-1.29151,-1.28805,-1.32447,-1.0885,-1.02914,-0.92626,-0.96456,-0.79794,-0.72297,-0.72346,-0.69233,-0.76062,-0.87461,-0.94029,-0.87274,-0.90817,-0.83219,-0.8428,-0.97358,-0.8735,,,,,,,,,,,,,,,,,
Aug1952,-1.83414,-1.50568,-1.7533,-1.72395,-2.19797,-2.10242,-1.89732,-1.8014,-1.89997,-2.0495,-1.65664,-1.61663,-1.52084,-1.51751,-1.54353,-1.3372,-1.26977,-1.17306,-1.18771,-1.02479,-0.94361,-0.95608,-0.92385,-0.97353,-1.06283,-1.12731,-1.06096,-1.08553,-1.0149,-1.02555,-1.14801,-1.04224,,,,,,,,,,,,,,,,
Sep1952,-0.81947,-1.65743,-1.51164,-1.72348,-1.68754,-2.0733,-2.0907,-1.88668,-1.80284,-1.87315,-1.98473,-1.64603,-1.62755,-1.54715,-1.55603,-1.58548,-1.40872,-1.34149,-1.26326,-1.27638,-1.11374,-1.02916,-1.05849,-1.038,-1.08174,-1.15999,-1.21995,-1.15611,-1.18156,-1.1145,-1.12201,-1.23935,-1.13277,,,,,,,,,,,,,,,
Oct1952,0.55984,-0.12446,-0.89302,-0.97373,-1.2486,-1.2956,-1.75259,-1.80234,-1.69805,-1.63593,-1.72878,-1.84643,-1.48066,-1.4618,-1.3926,-1.39419,-1.42954,-1.26844,-1.20691,-1.1169,-1.13802,-0.9907,-0.91359,-0.94072,-0.92193,-0.96426,-1.05016,-1.10457,-1.05345,-1.08111,-1.0127,-1.02347,-1.14179,-1.04752,,,,,,,,,,,,,,
Nov1952,0.2364,0.35665,-0.15825,-0.75806,-0.87173,-1.11944,-1.19513,-1.64751,-1.67739,-1.59269,-1.54374,-1.66672,-1.76304,-1.42686,-1.41166,-1.33851,-1.33124,-1.3769,-1.22141,-1.16093,-1.07539,-1.09856,-0.96802,-0.89927,-0.90595,-0.88235,-0.92405,-1.01079,-1.06381,-1.01396,-1.03927,-0.97753,-0.991,-1.10158,-1.01683,,,,,,,,,,,,,
Dec1952,1.02213,0.70071,0.82321,0.35194,-0.28526,-0.41651,-0.70516,-0.84829,-1.34309,-1.47616,-1.42283,-1.37954,-1.53268,-1.63579,-1.24774,-1.2542,-1.18098,-1.17155,-1.21477,-1.05207,-0.99265,-0.91116,-0.95188,-0.8236,-0.76252,-0.77213,-0.74562,-0.79441,-0.89689,-0.95407,-0.90683,-0.93666,-0.86854,-0.88457,-1.00609,-0.91846,,,,,,,,,,,,
Jan1953,-0.65854,0.42476,0.33923,0.56849,0.12992,-0.47205,-0.60736,-0.86471,-0.99446,-1.45574,-1.57139,-1.49062,-1.41639,-1.55411,-1.64461,-1.29205,-1.30157,-1.23662,-1.23824,-1.28182,-1.11981,-1.06344,-0.99289,-1.02801,-0.90864,-0.84887,-0.86777,-0.84747,-0.88679,-0.97953,-1.03553,-0.9916,-1.01703,-0.95362,-0.97004,-1.08665,-1.00214,,,,,,,,,,,
Feb1953,0.00678,-0.51836,0.19965,0.21822,0.41993,0.04385,-0.46951,-0.58779,-0.82588,-0.95945,-1.41154,-1.54108,-1.46087,-1.39037,-1.52395,-1.62506,-1.27962,-1.28859,-1.23178,-1.22878,-1.2721,-1.1193,-1.06572,-0.9986,-1.03047,-0.91481,-0.85175,-0.86764,-0.84707,-0.88348,-0.97615,-1.0323,-0.98636,-1.01033,-0.95075,-0.96732,-1.08435,-0.99966,,,,,,,,,,
Mar1953,-1.32639,-0.90484,-0.98015,-0.3713,-0.26795,-0.05855,-0.3595,-0.77413,-0.88109,-1.07318,-1.16505,-1.54792,-1.6476,-1.56609,-1.48771,-1.59462,-1.6841,-1.39448,-1.39495,-1.34288,-1.337,-1.37072,-1.23307,-1.18311,-1.11808,-1.14149,-1.03267,-0.97565,-0.9908,-0.97197,-0.99581,-1.07237,-1.12452,-1.08124,-1.10224,-1.0495,-1.06484,-1.17324,-1.09101,,,,,,,,,
Apr1953,-0.55361,-1.37744,-1.10206,-1.14122,-0.52994,-0.42726,-0.18637,-0.47328,-0.87289,-0.99435,-1.19383,-1.2704,-1.67891,-1.80668,-1.69609,-1.59535,-1.67397,-1.78098,-1.49895,-1.48748,-1.42604,-1.41519,-1.44436,-1.29961,-1.24856,-1.18576,-1.20568,-1.08949,-1.03305,-1.05301,-1.03435,-1.05665,-1.13006,-1.18315,-1.13712,-1.15803,-1.10647,-1.12186,-1.23209,-1.14724,,,,,,,,
May1953,0.22393,-0.2002,-1.00495,-0.89763,-0.99315,-0.45946,-0.34942,-0.11832,-0.39817,-0.81214,-0.94395,-1.14687,-1.25275,-1.66292,-1.78971,-1.66151,-1.56347,-1.65463,-1.76249,-1.44324,-1.42903,-1.35871,-1.35446,-1.38539,-1.24031,-1.19286,-1.12793,-1.14447,-1.03043,-0.98196,-0.99946,-0.983,-1.00976,-1.08439,-1.13465,-1.086,-1.10824,-1.05735,-1.07163,-1.18,-1.10107,,,,,,,
Jun1953,1.14369,0.8887,0.51836,-0.34522,-0.38698,-0.5675,-0.12675,-0.03232,0.18335,-0.1048,-0.52966,-0.64692,-0.84901,-0.96844,-1.33173,-1.45563,-1.39863,-1.35255,-1.48011,-1.56746,-1.24149,-1.2507,-1.19601,-1.19501,-1.23279,-1.09208,-1.04271,-0.97611,-0.99885,-0.89618,-0.86351,-0.87351,-0.85608,-0.88846,-0.9696,-1.01732,-0.96975,-0.99273,-0.94179,-0.96029,-1.06531,-0.99314,,,,,,
Jul1953,-0.39462,0.5426,0.55406,0.19653,-0.49857,-0.5526,-0.71064,-0.30457,-0.19741,-0.00339,-0.28515,-0.64474,-0.75049,-0.93065,-1.03984,-1.35798,-1.47038,-1.42753,-1.38636,-1.50542,-1.59224,-1.29232,-1.30475,-1.24466,-1.24588,-1.28227,-1.13908,-1.09002,-1.02454,-1.04767,-0.94387,-0.90641,-0.92051,-0.90177,-0.93269,-1.01222,-1.05945,-1.00965,-1.03066,-0.98015,-0.99938,-1.10533,-1.03104,,,,,
