DATA,SPEI_1,SPEI_2,SPEI_3,SPEI_4,SPEI_5,SPEI_6,SPEI_7,SPEI_8,SPEI_9,SPEI_10,SPEI_11,SPEI_12,SPEI_13,SPEI_14,SPEI_15,SPEI_16,SPEI_17,SPEI_18,SPEI_19,SPEI_20,SPEI_21,SPEI_22,SPEI_23,SPEI_24,SPEI_25,SPEI_26,SPEI_27,SPEI_28,SPEI_29,SPEI_30,SPEI_31,SPEI_32,SPEI_33,SPEI_34,SPEI_35,SPEI_36,SPEI_37,SPEI_38,SPEI_39,SPEI_40,SPEI_41,SPEI_42,SPEI_43,SPEI_44,SPEI_45,SPEI_46,SPEI_47,SPEI_48
Jan1950,0.18556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb1950,-1.55731,-0.94762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar1950,-0.98414,-1.58265,-1.21512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr1950,-0.77321,-1.35003,-1.74953,-1.36819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May1950,0.71712,-0.16538,-0.95321,-1.54626,-1.24122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun1950,0.23655,0.58647,-0.11234,-0.90758,-1.51576,-1.21325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul1950,-0.35161,-0.16255,0.29573,-0.22203,-0.90643,-1.51646,-1.22276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aug1950,0.32455,-0.02763,0.02976,0.32168,-0.07519,-0.72182,-1.43775,-1.14952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep1950,-0.63123,-0.29781,-0.42355,-0.3279,-0.03587,-0.40063,-0.89402,-1.56746,-1.25762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct1950,-0.01994,-0.39743,-0.28795,-0.39128,-0.31757,-0.08052,-0.40782,-0.9562,-1.57931,-1.30537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov1950,-0.34403,-0.48769,-0.75291,-0.66532,-0.71536,-0.67281,-0.4494,-0.695,-1.02701,-1.56987,-1.33231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec1950,0.64898,0.24733,0.15576,-0.02577,0.01366,-0.04494,-0.05533,0.07159,-0.11275,-0.48857,-1.13982,-1.02029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan1951,1.25613,1.21946,0.9311,0.89509,0.73588,0.75488,0.70628,0.70697,0.80556,0.58295,0.26767,-0.39986,-0.41387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb1951,-0.08885,0.82527,0.96165,0.68293,0.66098,0.52097,0.53939,0.49139,0.49733,0.58676,0.36876,0.07596,-0.53585,-0.53878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar1951,1.35528,0.64223,1.29252,1.3537,1.04865,1.07835,0.94658,0.9536,0.89624,0.90206,0.98239,0.76241,0.45535,-0.15669,-0.22143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr1951,-1.04811,0.67621,0.23721,0.96454,1.05457,0.79136,0.79892,0.67404,0.6824,0.63501,0.63868,0.71915,0.50228,0.22271,-0.37211,-0.4262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May1951,0.88376,-0.24241,0.907,0.4218,1.1042,1.14126,0.89735,0.91397,0.78734,0.79533,0.74724,0.74817,0.82922,0.61869,0.33736,-0.27337,-0.32447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun1951,-0.03189,0.63925,-0.29243,0.89354,0.39936,1.09044,1.14051,0.8822,0.89929,0.77133,0.77746,0.72583,0.72668,0.80668,0.5976,0.31356,-0.27353,-0.32171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul1951,0.12103,-0.02608,0.5324,-0.20294,0.84439,0.41015,1.08167,1.13008,0.87956,0.90211,0.77246,0.77371,0.71696,0.71672,0.79311,0.59098,0.30333,-0.26762,-0.30859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aug1951,-0.61161,-0.27703,-0.26084,0.20509,-0.3435,0.64734,0.32121,0.9586,1.0317,0.79981,0.81809,0.69089,0.69101,0.6345,0.63542,0.70982,0.51374,0.23279,-0.30807,-0.34632,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep1951,-0.27977,-0.61329,-0.4617,-0.43891,-0.0326,-0.54548,0.40572,0.20983,0.85145,0.947,0.70888,0.72504,0.60301,0.60464,0.55368,0.55763,0.63397,0.44195,0.16702,-0.36695,-0.40943,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct1951,0.91479,0.59021,0.37519,0.35433,0.28191,0.53502,0.11829,0.80271,0.50138,1.07174,1.1118,0.88083,0.89809,0.77935,0.77869,0.72873,0.73031,0.79679,0.62166,0.35323,-0.17655,-0.22108,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov1951,0.45939,0.80576,0.61114,0.45488,0.45879,0.40729,0.61504,0.28975,0.79257,0.56331,1.06258,1.12689,0.91479,0.9428,0.82139,0.82284,0.77552,0.78128,0.84387,0.65863,0.41038,-0.11671,-0.14517,,,,,,,,,,,,,,,,,,,,,,,,,
Dec1951,-0.77719,-0.39179,-0.05297,-0.17191,-0.28039,-0.25012,-0.28991,-0.10231,-0.35981,0.21758,0.07016,0.5954,0.71134,0.52004,0.50274,0.38552,0.3993,0.36149,0.37441,0.44599,0.28485,0.05658,-0.39497,-0.38674,,,,,,,,,,,,,,,,,,,,,,,,
Jan1952,0.57487,-0.26021,-0.05896,0.20524,0.09397,0.0061,0.0403,0.01395,0.1923,-0.08804,0.4284,0.29907,0.73404,0.82984,0.65295,0.63468,0.52606,0.52754,0.4864,0.49291,0.55472,0.40446,0.18796,-0.23855,-0.26329,,,,,,,,,,,,,,,,,,,,,,,
Feb1952,1.65182,1.5631,0.80449,0.8604,1.15126,1.039,0.94898,0.9409,0.92294,1.03931,0.76664,1.1379,0.99517,1.41201,1.39656,1.2484,1.25423,1.12434,1.11235,1.06204,1.06099,1.12682,0.96659,0.76107,0.3062,0.23636,,,,,,,,,,,,,,,,,,,,,,
Mar1952,1.01323,1.77832,1.7794,1.05286,1.07304,1.36867,1.26648,1.18441,1.17213,1.16086,1.26762,1.00208,1.35651,1.19911,1.66411,1.59789,1.45647,1.49361,1.34886,1.32072,1.25407,1.24818,1.31374,1.15126,0.95463,0.51401,0.42372,,,,,,,,,,,,,,,,,,,,,
Apr1952,-1.72627,-0.10821,1.25082,1.30688,0.58818,0.67089,0.96349,0.8673,0.77846,0.77711,0.75697,0.87156,0.60323,1.0142,0.87414,1.33792,1.35986,1.19567,1.19392,1.06203,1.04679,0.9907,0.98978,1.05102,0.8946,0.69895,0.25949,0.17715,,,,,,,,,,,,,,,,,,,,
May1952,1.26063,-0.42742,0.49766,1.50122,1.55388,0.81167,0.87993,1.16768,1.06359,0.98054,0.97537,0.95524,1.06687,0.81419,1.19907,1.05674,1.53438,1.5369,1.37658,1.38185,1.23333,1.2111,1.14916,1.14583,1.20887,1.04531,0.84923,0.41098,0.32613,,,,,,,,,,,,,,,,,,,
