DATA,SPEI_1,SPEI_2,SPEI_3,SPEI_4,SPEI_5,SPEI_6,SPEI_7,SPEI_8,SPEI_9,SPEI_10,SPEI_11,SPEI_12,SPEI_13,SPEI_14,SPEI_15,SPEI_16,SPEI_17,SPEI_18,SPEI_19,SPEI_20,SPEI_21,SPEI_22,SPEI_23,SPEI_24,SPEI_25,SPEI_26,SPEI_27,SPEI_28,SPEI_29,SPEI_30,SPEI_31,SPEI_32,SPEI_33,SPEI_34,SPEI_35,SPEI_36,SPEI_37,SPEI_38,SPEI_39,SPEI_40,SPEI_41,SPEI_42,SPEI_43,SPEI_44,SPEI_45,SPEI_46,SPEI_47,SPEI_48
Jan1950,0.09761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb1950,-1.51201,-1.05649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar1950,0.14224,-1.05914,-0.86961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr1950,1.17577,0.75485,-0.43279,-0.4036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May1950,0.44878,1.06669,0.75612,-0.31832,-0.3126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun1950,-0.51395,0.12566,0.91782,0.6852,-0.38141,-0.36801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul1950,-1.01767,-0.93495,-0.47755,0.50488,0.42528,-0.56566,-0.51314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aug1950,-0.03623,-0.57214,-0.62201,-0.36508,0.37564,0.37347,-0.51143,-0.48242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep1950,0.74529,0.37836,-0.15843,-0.28076,-0.05916,0.51029,0.47113,-0.36707,-0.37065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct1950,-0.62419,-0.34167,-0.3153,-0.57174,-0.64432,-0.48066,-0.01159,0.04322,-0.66632,-0.62954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov1950,-0.00738,-0.62967,-0.47072,-0.43981,-0.61617,-0.67729,-0.58744,-0.20704,-0.14677,-0.73161,-0.69079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec1950,-0.34157,-0.41171,-0.88452,-0.736,-0.69837,-0.86417,-0.91077,-0.80412,-0.43273,-0.34493,-0.87641,-0.82693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan1951,0.2473,-0.19602,-0.27955,-0.64681,-0.53666,-0.51119,-0.66368,-0.71077,-0.64329,-0.32568,-0.23733,-0.74083,-0.71775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb1951,-0.71341,-0.41296,-0.59048,-0.61508,-0.94486,-0.84982,-0.83214,-0.97352,-1.01918,-0.92849,-0.61465,-0.50681,-0.97289,-0.93076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar1951,1.10203,0.13912,0.12846,-0.09248,-0.14956,-0.46224,-0.36322,-0.36234,-0.49215,-0.53545,-0.47655,-0.24647,-0.18742,-0.67652,-0.64278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr1951,-1.37619,0.30407,-0.24622,-0.1835,-0.35603,-0.37976,-0.65875,-0.57347,-0.5626,-0.68347,-0.72157,-0.66363,-0.43084,-0.36213,-0.81706,-0.78324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May1951,-0.59351,-1.34353,0.01246,-0.41146,-0.30858,-0.45098,-0.48344,-0.77262,-0.69239,-0.68385,-0.80123,-0.83654,-0.78517,-0.54648,-0.47677,-0.91576,-0.87749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun1951,-0.74176,-0.91895,-1.51231,-0.10231,-0.50715,-0.38948,-0.51942,-0.54448,-0.85035,-0.76997,-0.75351,-0.87099,-0.90433,-0.85447,-0.60471,-0.53028,-0.96216,-0.92566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul1951,-0.16595,-0.50715,-0.84703,-1.40956,-0.15446,-0.53188,-0.4118,-0.53903,-0.56199,-0.86774,-0.78808,-0.76542,-0.87506,-0.90423,-0.85782,-0.60876,-0.53857,-0.96754,-0.92695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aug1951,-0.54746,-0.43494,-0.58613,-0.86675,-1.29565,-0.256,-0.58024,-0.4672,-0.59465,-0.6177,-0.92039,-0.84351,-0.81509,-0.91171,-0.93656,-0.89825,-0.65357,-0.58417,-0.99267,-0.95271,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep1951,0.26084,-0.32391,-0.33851,-0.49592,-0.73686,-1.18244,-0.25084,-0.54593,-0.44626,-0.56596,-0.5966,-0.8885,-0.81257,-0.78532,-0.88453,-0.91262,-0.87005,-0.6293,-0.56307,-0.97791,-0.94134,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct1951,1.19809,1.15179,0.99615,0.91968,0.79242,0.58056,0.09993,0.53795,0.17675,0.14302,-0.04316,-0.09898,-0.34566,-0.27436,-0.2754,-0.3695,-0.39493,-0.35469,-0.1737,-0.15322,-0.58388,-0.54509,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov1951,1.0302,1.38721,1.40787,1.24033,1.17246,1.07821,0.89616,0.53682,0.83564,0.46098,0.42521,0.26078,0.18243,-0.03427,0.03805,0.02437,-0.07184,-0.09895,-0.03993,0.11493,0.13712,-0.28517,-0.26843,,,,,,,,,,,,,,,,,,,,,,,,,
