DATA,SPEI_1,SPEI_2,SPEI_3,SPEI_4,SPEI_5,SPEI_6,SPEI_7,SPEI_8,SPEI_9,SPEI_10,SPEI_11,SPEI_12,SPEI_13,SPEI_14,SPEI_15,SPEI_16,SPEI_17,SPEI_18,SPEI_19,SPEI_20,SPEI_21,SPEI_22,SPEI_23,SPEI_24,SPEI_25,SPEI_26,SPEI_27,SPEI_28,SPEI_29,SPEI_30,SPEI_31,SPEI_32,SPEI_33,SPEI_34,SPEI_35,SPEI_36,SPEI_37,SPEI_38,SPEI_39,SPEI_40,SPEI_41,SPEI_42,SPEI_43,SPEI_44,SPEI_45,SPEI_46,SPEI_47,SPEI_48
Jan1950,-0.05488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb1950,-1.33427,-1.03205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar1950,1.98421,0.4914,0.28184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr1950,0.27021,1.66709,0.47839,0.28391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May1950,2.24875,1.88497,2.15688,1.23555,0.91623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun1950,1.2263,2.47713,2.00296,2.26265,1.34426,1.01397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul1950,-0.09002,0.54731,2.35078,1.86905,2.27488,1.29129,0.97295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aug1950,0.18249,0.04606,0.45384,2.14899,1.72734,2.25074,1.24954,0.95222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep1950,0.54157,0.33775,0.15117,0.41957,1.79999,1.67697,2.48373,1.27924,0.96655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct1950,-0.78169,-0.52896,-0.4834,-0.48353,-0.29979,0.66186,0.64588,1.50292,0.69646,0.52583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov1950,-0.52115,-1.1233,-0.95091,-0.86525,-0.81829,-0.62348,0.24496,0.24495,1.12424,0.39429,0.26096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec1950,-1.21784,-1.27814,-1.66237,-1.50879,-1.40926,-1.33974,-1.13184,-0.34224,-0.35792,0.48181,-0.13889,-0.19382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan1951,0.29714,-0.67567,-0.88086,-1.36363,-1.25124,-1.18867,-1.16055,-0.98004,-0.24502,-0.23228,0.49885,-0.07701,-0.20271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb1951,-1.01842,-0.52215,-1.07512,-1.24421,-1.70773,-1.60935,-1.54195,-1.52123,-1.35212,-0.62387,-0.60903,0.10702,-0.42073,-0.50376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar1951,-0.90282,-1.33454,-0.88012,-1.26539,-1.4328,-1.83752,-1.70524,-1.62992,-1.58807,-1.43981,-0.80287,-0.78952,-0.14318,-0.61195,-0.65377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr1951,-1.57183,-1.46073,-1.61721,-1.18042,-1.44839,-1.61808,-1.93952,-1.83443,-1.76023,-1.72444,-1.5791,-0.97536,-0.96304,-0.33194,-0.7734,-0.79827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
