DATA,SPEI_1,SPEI_2,SPEI_3,SPEI_4,SPEI_5,SPEI_6,SPEI_7,SPEI_8,SPEI_9,SPEI_10,SPEI_11,SPEI_12,SPEI_13,SPEI_14,SPEI_15,SPEI_16,SPEI_17,SPEI_18,SPEI_19,SPEI_20,SPEI_21,SPEI_22,SPEI_23,SPEI_24,SPEI_25,SPEI_26,SPEI_27,SPEI_28,SPEI_29,SPEI_30,SPEI_31,SPEI_32,SPEI_33,SPEI_34,SPEI_35,SPEI_36,SPEI_37,SPEI_38,SPEI_39,SPEI_40,SPEI_41,SPEI_42,SPEI_43,SPEI_44,SPEI_45,SPEI_46,SPEI_47,SPEI_48
Jan1950,-0.14004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb1950,-1.14057,-0.93842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar1950,1.3093,0.11205,-0.18817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr1950,-0.48236,0.78984,-0.11897,-0.3925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May1950,0.58705,-0.04708,0.85635,0.05396,-0.1898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun1950,-0.74319,0.0476,-0.32603,0.68015,-0.10798,-0.32661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul1950,-1.28236,-1.28147,-0.68171,-0.86782,0.27925,-0.40605,-0.57233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aug1950,-0.341,-0.94123,-1.09868,-0.73155,-0.81532,0.13595,-0.45738,-0.6054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep1950,0.12437,-0.27693,-0.76344,-0.96563,-0.74033,-0.81172,0.02992,-0.52662,-0.65341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct1950,-0.17722,-0.20607,-0.34086,-0.67677,-0.83209,-0.64514,-0.73347,-0.14098,-0.59153,-0.6668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov1950,-1.41241,-1.22011,-1.11729,-1.25918,-1.52385,-1.56702,-1.32017,-1.40412,-0.67134,-1.05208,-1.05437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec1950,0.52501,-0.42501,-0.58866,-0.54232,-0.6514,-0.97649,-1.11998,-0.92483,-1.00813,-0.38469,-0.80694,-0.86209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan1951,1.64615,1.31833,0.7757,0.58633,0.53149,0.42886,0.22869,0.1031,0.1903,0.02797,0.43616,0.01166,-0.12292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb1951,-0.308,1.18003,1.04353,0.48474,0.33022,0.29046,0.19342,-0.01438,-0.11852,-0.03231,-0.16209,0.24777,-0.12969,-0.24196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar1951,0.82918,0.24531,1.42565,1.23219,0.66546,0.5243,0.47904,0.38096,0.1935,0.08746,0.16021,0.01652,0.41558,0.01717,-0.10304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr1951,-0.39471,0.38302,0.02957,1.1321,1.02942,0.50784,0.387,0.34236,0.24559,0.06362,-0.03697,0.02918,-0.10077,0.29469,-0.07496,-0.17181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May1951,0.78324,0.15547,0.59941,0.25855,1.24215,1.12018,0.63506,0.52335,0.47146,0.38195,0.20605,0.09897,0.17061,0.03297,0.40933,0.03684,-0.05899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun1951,-0.2494,0.46585,0.07382,0.53377,0.19122,1.15791,1.07093,0.57776,0.48227,0.43012,0.33189,0.15464,0.04851,0.11559,-0.02694,0.34512,-0.03054,-0.12712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul1951,0.37794,-0.04333,0.49339,0.19455,0.54318,0.24566,1.1682,1.08196,0.57969,0.48565,0.43417,0.33627,0.16149,0.06388,0.12732,-0.01491,0.35357,-0.01061,-0.11163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aug1951,0.19526,0.27716,0.0297,0.4247,0.20834,0.50827,0.27157,1.06974,1.02648,0.56475,0.46454,0.41686,0.32333,0.15208,0.05971,0.11839,-0.02188,0.34523,-0.00362,-0.10232,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep1951,0.45837,0.30146,0.30114,0.10667,0.4619,0.23805,0.50618,0.26205,1.08171,1.03286,0.59327,0.48523,0.42643,0.33226,0.16342,0.07375,0.1274,-0.00615,0.34477,-0.0156,-0.12834,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct1951,1.003,0.91092,0.88679,0.86712,0.71183,0.85346,0.67575,0.82598,0.6113,1.25875,1.17246,0.80122,0.71822,0.6516,0.57072,0.42971,0.34772,0.40863,0.27971,0.59571,0.27631,0.15589,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov1951,0.67377,1.1073,1.06426,1.04592,1.03002,0.92115,1.03519,0.85249,1.00121,0.77336,1.33997,1.25239,0.91095,0.82206,0.76171,0.68799,0.55819,0.47591,0.53277,0.41208,0.7157,0.40853,0.29202,,,,,,,,,,,,,,,,,,,,,,,,,
Dec1951,0.01985,0.35152,0.88598,0.89245,0.88491,0.88829,0.80329,0.90803,0.75613,0.91398,0.70855,1.23344,1.1613,0.85473,0.76187,0.71113,0.63819,0.5105,0.42589,0.48201,0.36238,0.65294,0.34858,0.24762,,,,,,,,,,,,,,,,,,,,,,,,
Jan1952,-0.13856,-0.12183,0.18784,0.61644,0.63803,0.62361,0.65815,0.60625,0.70917,0.545,0.73123,0.5413,1.07238,1.03563,0.74863,0.66002,0.61063,0.5427,0.42295,0.33835,0.39802,0.29092,0.55713,0.28885,0.18709,,,,,,,,,,,,,,,,,,,,,,,
Feb1952,0.70181,0.2201,0.12011,0.33946,0.72498,0.73283,0.72112,0.7457,0.69453,0.78746,0.63698,0.82665,0.65281,1.12484,1.07336,0.81452,0.7155,0.67089,0.6059,0.48945,0.40641,0.46511,0.3605,0.62528,0.37346,0.26648,,,,,,,,,,,,,,,,,,,,,,
Mar1952,0.50998,0.72159,0.33178,0.18495,0.40912,0.78387,0.79168,0.77238,0.79765,0.74231,0.83815,0.68308,0.87937,0.70317,1.20446,1.14649,0.87483,0.7637,0.71752,0.64955,0.53062,0.44778,0.50759,0.4074,0.68455,0.4275,0.3197,,,,,,,,,,,,,,,,,,,,,
Apr1952,-1.55712,-0.40355,0.10978,-0.20711,-0.22306,0.05087,0.4561,0.47966,0.45997,0.48354,0.42886,0.52792,0.39146,0.60775,0.44207,0.95923,0.94534,0.69662,0.58997,0.54718,0.47695,0.35649,0.27585,0.34348,0.25197,0.52323,0.27734,0.17485,,,,,,,,,,,,,,,,,,,,
May1952,1.13931,-0.21371,0.15306,0.46992,0.1874,0.06979,0.29466,0.66645,0.67416,0.65684,0.67738,0.61585,0.71516,0.57771,0.7774,0.61283,1.09698,1.06881,0.81625,0.70352,0.66124,0.59386,0.4783,0.39837,0.45939,0.36873,0.63473,0.39048,0.28996,,,,,,,,,,,,,,,,,,,
Jun1952,0.37617,1.05854,-0.01004,0.26569,0.52275,0.24505,0.10439,0.31635,0.69747,0.70254,0.67789,0.69807,0.63792,0.73196,0.58857,0.79064,0.61615,1.11433,1.0828,0.82256,0.70879,0.66688,0.59832,0.48082,0.39893,0.4598,0.36822,0.63875,0.39378,0.29379,,,,,,,,,,,,,,,,,,
Jul1952,0.09583,0.14461,0.90652,0.00531,0.20593,0.50446,0.22323,0.08052,0.27816,0.66604,0.67308,0.64624,0.66326,0.60974,0.70327,0.56169,0.76451,0.59583,1.09515,1.0622,0.80373,0.6892,0.65055,0.57985,0.461,0.37974,0.43951,0.34658,0.61922,0.37924,0.27889,,,,,,,,,,,,,,,,,
Aug1952,-1.91803,-1.0902,-0.7846,-0.0467,-0.66648,-0.31874,0.08863,-0.15519,-0.23086,-0.01722,0.37256,0.39604,0.37599,0.39336,0.34608,0.43873,0.30086,0.50913,0.35471,0.86752,0.87244,0.62415,0.51329,0.47801,0.40572,0.28641,0.20495,0.26829,0.18066,0.45321,0.22189,0.1294,,,,,,,,,,,,,,,,
Sep1952,-1.82029,-2.36464,-1.67776,-1.40249,-0.90628,-1.36636,-0.8898,-0.44715,-0.58908,-0.5565,-0.33127,0.04794,0.07149,0.05832,0.08008,0.04055,0.13064,0.00978,0.19463,0.05066,0.60985,0.64911,0.39501,0.28812,0.25568,0.18907,0.07427,-0.00434,0.06424,-0.014,0.26279,0.03846,-0.05006,,,,,,,,,,,,,,,
