DATA,SPEI_1,SPEI_2,SPEI_3,SPEI_4,SPEI_5,SPEI_6,SPEI_7,SPEI_8,SPEI_9,SPEI_10,SPEI_11,SPEI_12,SPEI_13,SPEI_14,SPEI_15,SPEI_16,SPEI_17,SPEI_18,SPEI_19,SPEI_20,SPEI_21,SPEI_22,SPEI_23,SPEI_24,SPEI_25,SPEI_26,SPEI_27,SPEI_28,SPEI_29,SPEI_30,SPEI_31,SPEI_32,SPEI_33,SPEI_34,SPEI_35,SPEI_36,SPEI_37,SPEI_38,SPEI_39,SPEI_40,SPEI_41,SPEI_42,SPEI_43,SPEI_44,SPEI_45,SPEI_46,SPEI_47,SPEI_48
Jan1950,0.12349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb1950,-0.68158,-0.43346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar1950,1.81953,0.81298,0.56386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr1950,-0.12785,1.42832,0.64744,0.42301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May1950,1.69621,1.03366,2.01613,1.17614,0.93417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun1950,1.20682,1.78518,1.37534,2.22595,1.35154,1.11838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul1950,0.42356,0.98733,1.67514,1.30658,2.2297,1.38383,1.1644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aug1950,-1.09305,-0.48839,0.16017,1.17978,0.77312,1.7745,1.13871,0.93069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep1950,-0.20448,-0.7761,-0.58352,-0.15791,0.88787,0.53463,1.6105,1.03236,0.83173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct1950,-0.39091,-0.55059,-0.86373,-0.76363,-0.46392,0.23778,0.11685,1.05623,0.6332,0.49564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov1950,-0.71275,-1.03208,-1.11688,-1.38688,-1.27551,-0.96974,-0.24889,-0.33471,0.5832,0.1722,0.07667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec1950,1.71341,1.01426,0.87246,0.77054,0.55578,0.5762,0.77022,1.13521,1.05215,1.62365,1.37673,1.17435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan1951,1.3897,1.88809,1.50678,1.38804,1.31371,1.13996,1.14434,1.27232,1.55727,1.50755,1.89012,1.75406,1.57812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb1951,-0.6704,0.65174,1.66174,1.21184,1.07934,0.99786,0.83722,0.8414,0.96444,1.27364,1.22715,1.62009,1.46722,1.35159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar1951,1.5253,0.55957,1.20721,1.95755,1.52619,1.37841,1.31734,1.1762,1.17401,1.2718,1.52345,1.48058,1.77962,1.68862,1.59387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr1951,-1.92512,0.30675,-0.24953,0.59701,1.63205,1.15996,1.01329,0.94958,0.79847,0.80668,0.91561,1.19415,1.14951,1.53699,1.4087,1.31585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May1951,-0.69433,-1.797,-0.03981,-0.47954,0.41591,1.53835,1.05944,0.91952,0.85881,0.71126,0.72094,0.82879,1.10667,1.06492,1.46768,1.33506,1.24867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun1951,0.45352,-0.33657,-1.57921,0.02169,-0.41395,0.46718,1.54511,1.08012,0.93933,0.87782,0.72861,0.73862,0.8511,1.13278,1.09416,1.49436,1.36479,1.27786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul1951,-1.25306,-0.45871,-0.80732,-1.64835,-0.30264,-0.65762,0.28057,1.4287,0.96532,0.82126,0.7579,0.60865,0.62385,0.74197,1.03517,0.9929,1.41783,1.27179,1.19022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aug1951,0.12068,-0.54868,-0.37747,-0.72312,-1.44588,-0.26431,-0.64608,0.25433,1.35004,0.93433,0.79522,0.73735,0.59301,0.60776,0.72193,1.00648,0.96068,1.38244,1.23569,1.1666,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep1951,0.80223,0.59563,0.08901,0.10066,-0.28511,-1.11995,-0.00442,-0.42536,0.44937,1.48236,1.06032,0.92956,0.87198,0.72199,0.73236,0.84626,1.12958,1.07595,1.49894,1.37229,1.29786,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct1951,1.03759,1.19928,1.11846,0.8041,0.79697,0.50259,-0.25309,0.53316,0.14443,0.80126,1.5993,1.20408,1.09917,1.04827,0.92239,0.92709,1.02898,1.27196,1.22956,1.58907,1.46274,1.39953,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov1951,0.80587,1.31383,1.44042,1.40075,1.22491,1.24853,1.04413,0.39769,0.96898,0.5716,1.12743,1.84176,1.45606,1.34027,1.30862,1.17096,1.17465,1.28242,1.51524,1.44563,1.78709,1.6795,1.60716,,,,,,,,,,,,,,,,,,,,,,,,,
Dec1951,0.08157,0.47741,1.01074,1.1599,1.09998,0.94834,0.99227,0.82027,0.27183,0.80576,0.43782,1.00987,1.66077,1.34651,1.22792,1.19702,1.07844,1.08363,1.17713,1.40034,1.34591,1.66163,1.58552,1.49579,,,,,,,,,,,,,,,,,,,,,,,,
Jan1952,0.33456,0.18491,0.49613,0.97857,1.10915,1.06205,0.93029,0.96192,0.83266,0.36621,0.8602,0.55905,1.03263,1.64997,1.3388,1.23704,1.20555,1.10753,1.11114,1.18805,1.38354,1.34458,1.62409,1.56212,1.46979,,,,,,,,,,,,,,,,,,,,,,,
Feb1952,1.25626,1.01641,0.75437,1.01959,1.36599,1.45301,1.41121,1.29577,1.31399,1.22359,0.85688,1.22795,1.01366,1.3972,1.92123,1.62236,1.52758,1.50965,1.41149,1.40323,1.48179,1.66095,1.61493,1.88916,1.83138,1.69637,,,,,,,,,,,,,,,,,,,,,,
Mar1952,-0.18513,0.8781,0.73929,0.55802,0.85931,1.19196,1.28896,1.24742,1.13864,1.15319,1.06274,0.71843,1.08946,0.89769,1.25762,1.77974,1.52939,1.42424,1.41457,1.31964,1.31317,1.38964,1.56253,1.5169,1.78208,1.72415,1.59916,,,,,,,,,,,,,,,,,,,,,
Apr1952,-1.48309,-1.02328,0.24328,0.21897,0.11864,0.4985,0.8744,0.99447,0.95588,0.84122,0.85555,0.7523,0.39267,0.82976,0.6253,1.0216,1.5849,1.34286,1.23859,1.22979,1.1392,1.14,1.21905,1.40013,1.35612,1.63444,1.5527,1.45158,,,,,,,,,,,,,,,,,,,,
May1952,-0.48393,-1.43518,-1.24506,0.06414,0.06757,0.01645,0.4122,0.80393,0.92597,0.89061,0.77714,0.78947,0.68373,0.3314,0.76577,0.55103,0.96889,1.53538,1.29773,1.19262,1.17963,1.08817,1.09123,1.17526,1.36377,1.31658,1.6058,1.52327,1.41877,,,,,,,,,,,,,,,,,,,
Jun1952,-1.58513,-1.20426,-1.7708,-1.5771,-0.2225,-0.13513,-0.15134,0.25484,0.64743,0.77702,0.74726,0.6337,0.65113,0.53985,0.17905,0.62725,0.38946,0.84848,1.45499,1.20891,1.09455,1.07911,0.98458,0.99164,1.07996,1.27548,1.22855,1.53386,1.44091,1.33389,,,,,,,,,,,,,,,,,,
Jul1952,-1.52627,-1.86547,-1.57046,-1.83101,-1.71216,-0.50787,-0.34675,-0.31312,0.10077,0.49808,0.63461,0.61047,0.49823,0.51748,0.40116,0.03048,0.48652,0.23601,0.7239,1.36791,1.11634,1.00455,0.98817,0.89116,0.90046,0.99301,1.19505,1.14687,1.47328,1.37279,1.27133,,,,,,,,,,,,,,,,,
Aug1952,-2.3709,-2.37826,-2.21525,-1.98288,-2.01396,-1.97806,-0.92469,-0.66248,-0.56252,-0.15804,0.23356,0.377,0.36432,0.25909,0.27924,0.16262,-0.21032,0.25157,-0.01473,0.49694,1.19078,0.94115,0.83082,0.81147,0.71637,0.72977,0.82679,1.04145,0.99973,1.34423,1.23869,1.14971,,,,,,,,,,,,,,,,
Sep1952,-1.57111,-2.1387,-2.13248,-2.15868,-2.18902,-2.13736,-2.11111,-1.34594,-0.99061,-0.86222,-0.44112,-0.09506,0.06317,0.06197,-0.03843,-0.01701,-0.13591,-0.51945,-0.02862,-0.31866,0.23687,1.00384,0.75884,0.63308,0.61016,0.5146,0.53648,0.63632,0.87291,0.83239,1.21454,1.09349,1.01419,,,,,,,,,,,,,,,
Oct1952,-1.03622,-1.62853,-1.98276,-2.02226,-2.06647,-2.05468,-2.2012,-2.09402,-1.54418,-1.19459,-1.07359,-0.69575,-0.4015,-0.27238,-0.26496,-0.34637,-0.32609,-0.4311,-0.7772,-0.33421,-0.57487,-0.06256,0.68499,0.46108,0.32498,0.2931,0.20699,0.23498,0.32851,0.57331,0.53598,0.97006,0.83503,0.7843,,,,,,,,,,,,,,
