DATA,SPEI_1,SPEI_2,SPEI_3,SPEI_4,SPEI_5,SPEI_6,SPEI_7,SPEI_8,SPEI_9,SPEI_10,SPEI_11,SPEI_12,SPEI_13,SPEI_14,SPEI_15,SPEI_16,SPEI_17,SPEI_18,SPEI_19,SPEI_20,SPEI_21,SPEI_22,SPEI_23,SPEI_24,SPEI_25,SPEI_26,SPEI_27,SPEI_28,SPEI_29,SPEI_30,SPEI_31,SPEI_32,SPEI_33,SPEI_34,SPEI_35,SPEI_36,SPEI_37,SPEI_38,SPEI_39,SPEI_40,SPEI_41,SPEI_42,SPEI_43,SPEI_44,SPEI_45,SPEI_46,SPEI_47,SPEI_48
Jan1950,0.23988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb1950,-0.75984,-0.22955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar1950,1.97997,0.99061,0.68814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr1950,-0.27915,1.60781,0.79708,0.57724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May1950,1.89084,1.19271,2.06383,1.31439,0.93051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun1950,1.3474,2.01765,1.50101,2.24077,1.46521,1.04263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul1950,0.187,0.966,1.94602,1.41782,2.23398,1.47081,1.05474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aug1950,-0.22641,-0.12869,0.40712,1.64921,1.08016,2.06394,1.40635,1.00116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep1950,-0.2543,-0.4549,-0.36444,0.02724,1.16265,0.79277,1.89662,1.30243,0.90332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct1950,-0.1937,-0.32318,-0.39586,-0.34645,-0.10639,0.51612,0.36536,1.17922,0.82496,0.62836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov1950,-0.11704,-0.27484,-0.40394,-0.44374,-0.39726,-0.19589,0.30006,0.20974,0.89085,0.57941,0.4414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec1950,1.67502,1.11868,0.97174,0.90401,0.83331,0.84315,0.93419,1.19877,1.11213,1.53434,1.28605,1.11069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan1951,1.11004,1.683,1.31059,1.20313,1.15745,1.10388,1.10514,1.15878,1.3456,1.27656,1.56124,1.39431,1.24494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb1951,-0.12652,0.82847,1.53932,1.21844,1.10741,1.06218,1.01745,1.021,1.07267,1.25182,1.19328,1.46316,1.33089,1.1826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar1951,1.30452,0.75641,1.10637,1.66388,1.36937,1.23608,1.20245,1.15656,1.15608,1.20098,1.35741,1.3015,1.54475,1.42655,1.29084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr1951,-1.48578,0.4325,0.15856,0.8127,1.48036,1.18079,1.06612,1.03315,0.98798,0.98954,1.03886,1.20785,1.15144,1.42876,1.30572,1.17633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May1951,-0.28257,-1.44195,0.2422,0.06926,0.73755,1.45056,1.14405,1.03279,1.00087,0.95489,0.9563,1.00646,1.17953,1.12319,1.40927,1.27708,1.14714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun1951,0.564,0.01833,-1.15026,0.31157,0.14363,0.77485,1.47324,1.16526,1.05113,1.01736,0.97077,0.97138,1.02101,1.19254,1.13566,1.41991,1.28727,1.15821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul1951,1.13375,0.9858,0.4168,-0.65721,0.49591,0.31873,0.86531,1.54586,1.22496,1.09751,1.06442,1.01513,1.01298,1.06114,1.23409,1.17523,1.45895,1.32332,1.19535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aug1951,0.45409,0.79491,0.82331,0.45973,-0.42874,0.52947,0.35693,0.89003,1.57018,1.24471,1.11444,1.08268,1.03243,1.02888,1.07681,1.25353,1.19255,1.47866,1.34102,1.2185,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep1951,0.80572,0.80787,0.99749,1.03551,0.78893,-0.06011,0.72422,0.52739,1.01611,1.71519,1.31685,1.18506,1.14816,1.09631,1.09392,1.14336,1.32653,1.26116,1.55689,1.40519,1.28455,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct1951,1.7218,1.70943,1.70365,1.7794,1.80702,1.70947,1.31453,1.52372,1.39582,1.48805,1.86254,1.57054,1.45134,1.42208,1.38129,1.38073,1.42016,1.56016,1.50004,1.71456,1.58523,1.49035,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov1951,0.71573,1.57167,1.62264,1.61437,1.67185,1.68731,1.60699,1.34988,1.52636,1.38644,1.53892,1.89457,1.63175,1.48846,1.46169,1.42369,1.42324,1.45583,1.57706,1.52568,1.71505,1.60202,1.51895,,,,,,,,,,,,,,,,,,,,,,,,,
Dec1951,0.04776,0.3654,1.28062,1.38065,1.36459,1.42208,1.43256,1.37268,1.13118,1.32411,1.21009,1.38782,1.75483,1.5341,1.39751,1.36886,1.329,1.32791,1.35977,1.48137,1.43474,1.62016,1.52806,1.43623,,,,,,,,,,,,,,,,,,,,,,,,
Jan1952,0.40643,0.21875,0.45557,1.12557,1.21035,1.20649,1.25326,1.25643,1.21229,1.01999,1.18092,1.1082,1.23597,1.54689,1.38717,1.29839,1.27642,1.2441,1.24144,1.26847,1.37204,1.3343,1.50075,1.42126,1.35924,,,,,,,,,,,,,,,,,,,,,,,
Feb1952,1.42528,1.02846,0.77979,0.88808,1.39489,1.44958,1.44317,1.47389,1.47349,1.44588,1.29545,1.41007,1.36209,1.44501,1.67057,1.53753,1.45477,1.43837,1.40766,1.40428,1.42813,1.52332,1.48604,1.63041,1.55073,1.48369,,,,,,,,,,,,,,,,,,,,,,
