DATA,SPEI_1,SPEI_2,SPEI_3,SPEI_4,SPEI_5,SPEI_6,SPEI_7,SPEI_8,SPEI_9,SPEI_10,SPEI_11,SPEI_12,SPEI_13,SPEI_14,SPEI_15,SPEI_16,SPEI_17,SPEI_18,SPEI_19,SPEI_20,SPEI_21,SPEI_22,SPEI_23,SPEI_24,SPEI_25,SPEI_26,SPEI_27,SPEI_28,SPEI_29,SPEI_30,SPEI_31,SPEI_32,SPEI_33,SPEI_34,SPEI_35,SPEI_36,SPEI_37,SPEI_38,SPEI_39,SPEI_40,SPEI_41,SPEI_42,SPEI_43,SPEI_44,SPEI_45,SPEI_46,SPEI_47,SPEI_48
Jan1950,0.24337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb1950,-1.02181,-0.65915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar1950,1.50854,0.43018,0.32111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr1950,0.13774,1.27202,0.39565,0.29914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May1950,2.12822,1.63388,1.73991,0.99475,0.81114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun1950,0.30185,2.11627,1.58897,1.70664,0.98786,0.80834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul1950,-0.24285,-0.0497,2.09651,1.47058,1.66127,0.94286,0.77462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aug1950,0.14472,-0.08037,-0.00243,1.9319,1.35989,1.61886,0.92458,0.7671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep1950,0.05058,-0.0041,-0.14551,-0.09543,1.30326,1.0913,1.51175,0.83802,0.73011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct1950,-0.60261,-0.67963,-0.6314,-0.61598,-0.55494,0.29854,0.20293,0.93858,0.28485,0.26719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov1950,0.22359,-0.44186,-0.55068,-0.5102,-0.49062,-0.42229,0.34134,0.25866,0.958,0.3463,0.28439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec1950,-1.94776,-1.32953,-1.40291,-1.43655,-1.42429,-1.43466,-1.38779,-0.63785,-0.68221,0.12757,-0.35444,-0.3536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan1951,0.30922,-1.05073,-0.89773,-1.16963,-1.2143,-1.215,-1.23162,-1.18771,-0.55103,-0.59799,0.08615,-0.30352,-0.34278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb1951,-0.7802,-0.45097,-1.26077,-1.18786,-1.42945,-1.44467,-1.45751,-1.48803,-1.46159,-0.88478,-0.91848,-0.2712,-0.63087,-0.64615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar1951,-0.61429,-1.07165,-0.71028,-1.35937,-1.30581,-1.53387,-1.53094,-1.53855,-1.55308,-1.52204,-1.03112,-1.05158,-0.49798,-0.81199,-0.79947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr1951,-1.54027,-1.1503,-1.42563,-0.97907,-1.48781,-1.4332,-1.64952,-1.64885,-1.65823,-1.67722,-1.64902,-1.1958,-1.20757,-0.67883,-0.96381,-0.94422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May1951,-0.38098,-1.50769,-1.20444,-1.43798,-1.04368,-1.53409,-1.49805,-1.70083,-1.70283,-1.71837,-1.74095,-1.71552,-1.27654,-1.2894,-0.75313,-1.02468,-0.99393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun1951,-0.25561,-0.50249,-1.45846,-1.20809,-1.41573,-1.05082,-1.53421,-1.51083,-1.74053,-1.73609,-1.7482,-1.76624,-1.73755,-1.29204,-1.30279,-0.76883,-1.03313,-1.00271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul1951,1.52719,0.69673,0.14688,-0.68763,-0.80912,-1.14112,-0.85587,-1.40013,-1.38736,-1.63151,-1.62599,-1.62801,-1.63194,-1.59492,-1.13433,-1.15161,-0.63334,-0.91537,-0.8919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aug1951,-0.1998,0.7203,0.37501,0.00072,-0.65613,-0.7819,-1.11587,-0.84982,-1.38699,-1.3764,-1.62201,-1.61675,-1.61236,-1.60504,-1.56335,-1.11721,-1.13544,-0.62873,-0.90527,-0.88221,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep1951,1.12088,0.81886,1.0386,0.82952,0.56159,-0.17035,-0.46046,-0.8959,-0.68554,-1.29195,-1.31537,-1.57946,-1.58323,-1.55483,-1.52981,-1.47565,-1.01058,-1.03071,-0.50735,-0.80138,-0.77467,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct1951,1.53722,1.61643,1.57945,1.65767,1.59237,1.52343,1.21935,0.70003,0.17849,0.20322,-0.44943,-0.4693,-0.68152,-0.69844,-0.67763,-0.67592,-0.64038,-0.21406,-0.26008,0.24482,-0.11457,-0.13132,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov1951,1.30014,1.85718,1.99731,1.94204,1.96418,1.86852,1.83402,1.68508,1.22752,0.71169,0.63484,-0.00315,0.00786,-0.19277,-0.2391,-0.22023,-0.23035,-0.20731,0.21863,0.17673,0.64666,0.26585,0.21161,,,,,,,,,,,,,,,,,,,,,,,,,
Dec1951,0.56167,1.22011,1.85282,1.92957,1.91114,1.95328,1.86956,1.84175,1.69416,1.38231,0.86676,0.79977,0.13893,0.16812,-0.07731,-0.13406,-0.1194,-0.12981,-0.10198,0.34399,0.31056,0.79262,0.37429,0.31506,,,,,,,,,,,,,,,,,,,,,,,,
Jan1952,-0.78564,-0.21961,0.56251,1.3623,1.50325,1.48245,1.57431,1.52104,1.4586,1.25542,0.93938,0.4626,0.40503,-0.21506,-0.1479,-0.34112,-0.3889,-0.37435,-0.38443,-0.35293,0.07735,0.04634,0.49003,0.13016,0.0789,,,,,,,,,,,,,,,,,,,,,,,
Feb1952,0.38829,-0.28062,-0.14632,0.47557,1.35538,1.47762,1.44012,1.52033,1.46535,1.40097,1.22117,1.00605,0.56555,0.52219,-0.13693,-0.05141,-0.27515,-0.32427,-0.3113,-0.32379,-0.29012,0.14474,0.12012,0.58688,0.24023,0.15673,,,,,,,,,,,,,,,,,,,,,,
Mar1952,0.12463,0.33721,-0.23643,-0.08908,0.42768,1.25351,1.34227,1.31191,1.39414,1.35161,1.29379,1.11205,0.8991,0.47886,0.45735,-0.16113,-0.05975,-0.26367,-0.31329,-0.30363,-0.31688,-0.29187,0.10212,0.06006,0.50592,0.18139,0.10786,,,,,,,,,,,,,,,,,,,,,
Apr1952,-1.40629,-0.46941,-0.05213,-0.51091,-0.337,0.14882,0.97964,1.07057,1.05254,1.14342,1.11099,1.06165,0.87093,0.65002,0.27223,0.25878,-0.31628,-0.22032,-0.43062,-0.48198,-0.47118,-0.48116,-0.45449,-0.07025,-0.108,0.33274,0.03033,-0.0373,,,,,,,,,,,,,,,,,,,,
