DATA,SPEI_1,SPEI_2,SPEI_3,SPEI_4,SPEI_5,SPEI_6,SPEI_7,SPEI_8,SPEI_9,SPEI_10,SPEI_11,SPEI_12,SPEI_13,SPEI_14,SPEI_15,SPEI_16,SPEI_17,SPEI_18,SPEI_19,SPEI_20,SPEI_21,SPEI_22,SPEI_23,SPEI_24,SPEI_25,SPEI_26,SPEI_27,SPEI_28,SPEI_29,SPEI_30,SPEI_31,SPEI_32,SPEI_33,SPEI_34,SPEI_35,SPEI_36,SPEI_37,SPEI_38,SPEI_39,SPEI_40,SPEI_41,SPEI_42,SPEI_43,SPEI_44,SPEI_45,SPEI_46,SPEI_47,SPEI_48
Jan1950,0.38153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb1950,-1.40294,-0.78273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar1950,1.83209,0.42154,0.43047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr1950,-0.42402,1.35126,0.18661,0.20825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May1950,2.19687,1.34547,1.8099,0.8649,0.82959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun1950,0.55793,2.16308,1.36784,1.8218,0.88681,0.85826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul1950,-0.385,0.04646,1.93055,1.20044,1.76731,0.81774,0.79653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aug1950,0.24287,-0.05106,0.18416,1.76782,1.15094,1.73592,0.81516,0.79572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep1950,-0.23923,-0.14639,-0.3544,-0.21382,1.15033,0.74283,1.57932,0.62453,0.6497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct1950,-0.47713,-0.62316,-0.5889,-0.6625,-0.61474,0.31405,0.10223,0.97162,0.22129,0.2713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov1950,-0.07664,-0.53154,-0.69203,-0.65083,-0.70228,-0.6451,0.13781,-0.03861,0.85687,0.10235,0.16448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec1950,-1.71777,-1.62044,-1.74591,-1.76253,-1.74067,-1.75951,-1.6565,-0.91642,-1.04078,-0.05043,-0.67031,-0.59142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan1951,0.02794,-1.28247,-1.2852,-1.51018,-1.56855,-1.54845,-1.59838,-1.52594,-0.88178,-0.99373,-0.10043,-0.65555,-0.60229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
