DATA,SPEI_1,SPEI_2,SPEI_3,SPEI_4,SPEI_5,SPEI_6,SPEI_7,SPEI_8,SPEI_9,SPEI_10,SPEI_11,SPEI_12,SPEI_13,SPEI_14,SPEI_15,SPEI_16,SPEI_17,SPEI_18,SPEI_19,SPEI_20,SPEI_21,SPEI_22,SPEI_23,SPEI_24,SPEI_25,SPEI_26,SPEI_27,SPEI_28,SPEI_29,SPEI_30,SPEI_31,SPEI_32,SPEI_33,SPEI_34,SPEI_35,SPEI_36,SPEI_37,SPEI_38,SPEI_39,SPEI_40,SPEI_41,SPEI_42,SPEI_43,SPEI_44,SPEI_45,SPEI_46,SPEI_47,SPEI_48
Jan1950,1.27145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb1950,-0.18845,0.71644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar1950,0.5257,0.09576,0.72413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr1950,-1.4342,-0.41509,-0.53784,0.26528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May1950,-0.44223,-1.3766,-0.77634,-0.72471,0.06954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun1950,-0.75222,-0.9208,-1.62277,-1.17543,-1.07376,-0.13693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul1950,-0.6795,-0.90125,-1.13853,-1.69709,-1.27986,-1.19274,-0.2732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aug1950,-0.00829,-0.43332,-0.7371,-0.98823,-1.5135,-1.1415,-1.14941,-0.30403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep1950,-0.04731,-0.11843,-0.44766,-0.71971,-0.95074,-1.42742,-1.09359,-1.15548,-0.38248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct1950,0.14398,-0.07259,-0.0817,-0.30007,-0.5695,-0.76162,-1.22555,-0.96847,-1.02206,-0.38496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov1950,-0.3442,-0.26227,-0.40748,-0.3963,-0.54943,-0.75606,-0.87717,-1.26118,-1.02859,-1.06842,-0.49306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec1950,1.47364,0.89483,0.88466,0.71659,0.65828,0.47483,0.2614,0.10964,-0.25569,-0.13462,-0.29697,0.20869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan1951,1.049,1.54532,1.22224,1.17841,1.03666,0.96977,0.82633,0.67807,0.53883,0.23784,0.29839,0.10731,0.51797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb1951,-0.12159,0.55722,1.26704,0.99703,0.95486,0.81876,0.75709,0.62888,0.49039,0.3528,0.08392,0.16903,-0.00534,0.35837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar1951,0.59175,0.1788,0.62901,1.24654,1.01616,0.98455,0.85987,0.80314,0.68898,0.57392,0.45567,0.19734,0.26816,0.10528,0.42716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr1951,-0.59309,0.13804,-0.13493,0.39665,1.11803,0.87177,0.84391,0.70745,0.66269,0.55538,0.43877,0.31737,0.05665,0.14442,-0.01529,0.31711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May1951,-0.14607,-0.69516,-0.12865,-0.25213,0.28711,1.01303,0.78981,0.7595,0.62015,0.57868,0.47469,0.35977,0.23894,-0.00474,0.07919,-0.07013,0.26149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun1951,0.7927,0.3472,-0.28868,0.17274,-0.04451,0.49137,1.15239,0.9146,0.87875,0.74306,0.68914,0.57302,0.45729,0.32968,0.07528,0.15524,-0.00333,0.33735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul1951,1.59897,1.35892,1.10732,0.634,0.8299,0.49247,0.89955,1.39197,1.14214,1.11025,0.98349,0.91695,0.79017,0.67458,0.55642,0.30546,0.38243,0.22595,0.54643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aug1951,2.20764,2.14591,1.98391,1.8356,1.5779,1.56699,1.26295,1.53336,1.85033,1.58082,1.53388,1.42877,1.34127,1.20493,1.08996,0.98946,0.7554,0.82718,0.66882,0.9631,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep1951,-0.64306,1.1875,1.42571,1.43092,1.34387,1.1117,1.1419,0.91244,1.20561,1.61669,1.37464,1.33905,1.22912,1.15037,1.01629,0.90148,0.79469,0.55416,0.62472,0.48482,0.78423,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct1951,0.38154,-0.18268,1.0162,1.2756,1.3212,1.24178,1.05075,1.11404,0.89627,1.19937,1.61256,1.39094,1.35879,1.25511,1.18285,1.03931,0.9172,0.80751,0.56974,0.64458,0.50557,0.79486,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov1951,0.18063,0.3062,-0.11692,0.82769,1.1016,1.17544,1.08641,0.93241,0.98007,0.78243,1.07924,1.45604,1.26845,1.26698,1.19487,1.12076,0.99617,0.88174,0.77624,0.55621,0.6232,0.49894,0.76566,,,,,,,,,,,,,,,,,,,,,,,,,
Dec1951,-0.81664,-0.53675,-0.38546,-0.69394,0.24402,0.59341,0.69268,0.60706,0.44834,0.54436,0.35885,0.70126,1.19853,1.01247,1.01134,0.9111,0.84771,0.73317,0.60574,0.50389,0.28813,0.36674,0.25909,0.53258,,,,,,,,,,,,,,,,,,,,,,,,
Jan1952,-0.07106,-0.60785,-0.45955,-0.34996,-0.61923,0.15632,0.48092,0.5937,0.50954,0.36388,0.44226,0.26579,0.56749,1.09723,0.9178,0.91257,0.80262,0.74669,0.6339,0.50688,0.40803,0.1985,0.27212,0.16929,0.44874,,,,,,,,,,,,,,,,,,,,,,,
Feb1952,1.08937,0.60662,-0.01911,0.00726,0.06153,-0.14781,0.4852,0.73967,0.83025,0.75619,0.63898,0.71595,0.55608,0.79039,1.23574,1.09869,1.09151,1.00868,0.95148,0.84487,0.72967,0.63143,0.41459,0.49247,0.38719,0.64358,,,,,,,,,,,,,,,,,,,,,,
Mar1952,0.40568,0.89843,0.58167,0.03578,0.09538,0.16529,-0.05198,0.50918,0.7407,0.8283,0.76249,0.64833,0.71808,0.56792,0.77829,1.17134,1.04571,1.04785,0.97684,0.9269,0.82653,0.72216,0.63018,0.42678,0.50136,0.39922,0.64222,,,,,,,,,,,,,,,,,,,,,
Apr1952,-1.40363,-0.5272,0.38764,0.1201,-0.36252,-0.24742,-0.15952,-0.35337,0.22791,0.48957,0.58817,0.5172,0.39571,0.49135,0.33636,0.56315,0.99386,0.86709,0.86435,0.77978,0.73136,0.62835,0.51836,0.42638,0.23328,0.30873,0.21217,0.46635,,,,,,,,,,,,,,,,,,,,
May1952,0.4289,-0.78711,-0.37079,0.44839,0.19669,-0.27198,-0.18384,-0.1076,-0.31298,0.25048,0.50706,0.60443,0.53552,0.4259,0.51523,0.36446,0.58831,1.01197,0.89099,0.87927,0.79772,0.75208,0.65141,0.54595,0.45775,0.26815,0.34368,0.24809,0.49137,,,,,,,,,,,,,,,,,,,
Jun1952,0.02569,0.25103,-0.83425,-0.47297,0.42244,0.17414,-0.3016,-0.21412,-0.1423,-0.35675,0.2197,0.48327,0.58757,0.51123,0.39069,0.48213,0.32638,0.5657,1.01448,0.89338,0.88531,0.79971,0.74931,0.64417,0.53622,0.44519,0.24664,0.32754,0.23156,0.4793,,,,,,,,,,,,,,,,,,
Jul1952,-0.54231,-0.35022,-0.02868,-0.92648,-0.60698,0.24065,0.05182,-0.38858,-0.32129,-0.23467,-0.4363,0.12461,0.38132,0.48546,0.41058,0.28313,0.37834,0.23779,0.47686,0.93059,0.81604,0.80974,0.72302,0.67525,0.56957,0.45859,0.36628,0.17235,0.25827,0.17294,0.42435,,,,,,,,,,,,,,,,,
Aug1952,-1.71765,-1.20814,-0.94821,-0.67244,-1.2681,-0.98401,-0.20255,-0.28302,-0.63225,-0.55597,-0.46655,-0.64502,-0.10214,0.15889,0.26623,0.1994,0.06946,0.16652,0.03615,0.28432,0.76194,0.64063,0.63196,0.53998,0.49877,0.39653,0.28262,0.19261,0.01642,0.10349,0.02606,0.28009,,,,,,,,,,,,,,,,
Sep1952,-1.0147,-2.06865,-1.57306,-1.27235,-1.09289,-1.51839,-1.2551,-0.55804,-0.57058,-0.84693,-0.77418,-0.69379,-0.84464,-0.34693,-0.08304,0.02324,-0.03964,-0.16222,-0.07599,-0.16507,0.08517,0.56209,0.43926,0.42593,0.33878,0.30494,0.21526,0.11064,0.02023,-0.1402,-0.0564,-0.12017,0.12343,,,,,,,,,,,,,,,
Oct1952,0.33111,-0.37391,-0.9284,-0.98114,-0.91727,-0.77317,-1.22722,-1.0259,-0.4144,-0.49689,-0.77265,-0.71836,-0.64545,-0.79897,-0.33637,-0.08521,0.01556,-0.04417,-0.15038,-0.045,-0.13308,0.10241,0.5609,0.43874,0.42775,0.34332,0.30804,0.21853,0.11336,0.02968,-0.13402,-0.05012,-0.10691,0.13892,,,,,,,,,,,,,,
Nov1952,1.70623,1.55741,1.09535,0.72646,0.53619,0.42656,0.49848,0.11434,0.17342,0.54673,0.44413,0.02394,0.04708,0.11623,-0.11286,0.35606,0.56908,0.65219,0.59195,0.48285,0.5662,0.45717,0.65657,1.0495,0.94081,0.93285,0.86521,0.82014,0.73234,0.645,0.56362,0.37691,0.46142,0.37646,0.60118,,,,,,,,,,,,,
Dec1952,0.57558,1.51253,1.51184,1.18063,0.85628,0.69583,0.62686,0.67644,0.34854,0.38474,0.70411,0.58922,0.1682,0.20745,0.2752,0.0598,0.51953,0.71971,0.79169,0.72954,0.61574,0.70951,0.60055,0.78219,1.15861,1.04582,1.0416,0.96521,0.92708,0.84863,0.76871,0.69304,0.50516,0.5894,0.49938,0.71154,,,,,,,,,,,,
Jan1953,1.0353,0.97729,1.62453,1.62744,1.3776,1.11403,0.98862,0.94959,0.97581,0.71373,0.72901,0.98414,0.85479,0.44933,0.46167,0.52115,0.32223,0.75449,0.94316,1.01754,0.95572,0.83299,0.93006,0.81664,0.98543,1.37041,1.26053,1.25051,1.15841,1.11404,1.03771,0.97039,0.89177,0.68059,0.75666,0.64991,0.87166,,,,,,,,,,,
Feb1953,0.12412,0.68522,0.75838,1.51316,1.53094,1.22293,0.96523,0.85178,0.81853,0.84637,0.60318,0.63142,0.87188,0.73149,0.38013,0.40554,0.45496,0.27011,0.68092,0.86274,0.93808,0.88119,0.76131,0.85706,0.7481,0.91525,1.29859,1.19236,1.17301,1.07574,1.03142,0.95562,0.88384,0.81476,0.61579,0.69057,0.59298,0.81407,,,,,,,,,,
Mar1953,-0.65864,-0.36883,0.23134,0.41112,1.20271,1.209,0.94757,0.71955,0.6245,0.60342,0.62834,0.38592,0.41824,0.64336,0.51725,0.21716,0.23781,0.27469,0.10347,0.49001,0.66056,0.72918,0.67601,0.56945,0.657,0.55932,0.73044,1.09463,0.98443,0.97175,0.89092,0.854,0.78091,0.70472,0.63745,0.46405,0.54064,0.45411,0.66381,,,,,,,,,
Apr1953,0.52283,-0.21521,-0.20951,0.33069,0.46063,1.26472,1.2657,0.98683,0.7644,0.67097,0.65014,0.67517,0.43918,0.48483,0.70463,0.57751,0.27029,0.28361,0.31613,0.13775,0.53085,0.70785,0.78492,0.73096,0.61876,0.70578,0.60273,0.77337,1.15085,1.03396,1.01098,0.93068,0.89225,0.81782,0.74232,0.67593,0.49895,0.57305,0.48597,0.69765,,,,,,,,
May1953,0.58237,0.67536,-0.01467,-0.03242,0.45778,0.55412,1.31745,1.31487,1.03956,0.81016,0.71357,0.6926,0.71952,0.49657,0.53656,0.74934,0.62782,0.32721,0.34476,0.36873,0.19758,0.58115,0.75096,0.82782,0.7786,0.66722,0.75335,0.64869,0.81043,1.17385,1.06683,1.04579,0.95937,0.92048,0.84869,0.77763,0.71486,0.54026,0.61155,0.52739,0.735,,,,,,,
Jun1953,0.26996,0.52718,0.64951,-0.00055,-0.01633,0.50347,0.58556,1.34537,1.34665,1.08063,0.83794,0.73352,0.71261,0.73647,0.49912,0.53889,0.7625,0.63881,0.32729,0.3426,0.37549,0.20353,0.6,0.77566,0.85705,0.80807,0.68692,0.77693,0.66854,0.83143,1.20856,1.10402,1.08267,0.98475,0.94657,0.87382,0.80184,0.73644,0.55262,0.62664,0.53735,0.75297,,,,,,
Jul1953,-1.12966,-0.54735,-0.07776,0.06021,-0.41762,-0.3443,0.22911,0.36678,1.15173,1.16352,0.89382,0.65805,0.55616,0.53693,0.56012,0.31385,0.35953,0.59529,0.47999,0.19166,0.2053,0.24027,0.06982,0.46365,0.63922,0.71586,0.66566,0.54919,0.64542,0.54994,0.72041,1.0965,0.98101,0.96141,0.8722,0.83545,0.76218,0.68713,0.61859,0.44269,0.51661,0.43318,0.65146,,,,,
Aug1953,-0.2497,-0.86523,-0.5661,-0.22514,-0.05197,-0.4599,-0.45408,0.12072,0.26508,1.05617,1.07859,0.81097,0.5787,0.47858,0.4595,0.48846,0.24076,0.28828,0.52361,0.4145,0.13861,0.14862,0.18513,0.0177,0.40573,0.58132,0.65724,0.60687,0.49454,0.59044,0.49834,0.6721,1.04949,0.9318,0.91176,0.82717,0.79086,0.71699,0.64144,0.5727,0.399,0.47243,0.38922,0.60821,,,,
Sep1953,-0.34241,-0.49575,-0.94567,-0.72781,-0.46623,-0.35369,-0.61911,-0.61594,-0.06913,0.08296,0.87251,0.90228,0.62568,0.40434,0.31893,0.30187,0.33009,0.08789,0.12806,0.38331,0.2878,0.03816,0.04472,0.07567,-0.07927,0.28745,0.45685,0.52473,0.47175,0.37224,0.46818,0.38775,0.55934,0.92123,0.80712,0.79489,0.72103,0.68701,0.61312,0.53195,0.46089,0.29356,0.36502,0.28627,0.50451,,,
